ArticleCode;TrueDemandSegment;TrueProfile;Color;Category;Brand;Price;Demand01;Demand02;Demand03;Demand04;Demand05;Demand06;Demand07;Demand08;Demand09;Demand10;Demand11;Demand12;Demand13;Demand14;Demand15;Demand16;Demand17;Demand18;TotalDemand
1725;5;3;Brown;Smart home;Verer ;2.67;26;41;30;27;24;21;33;22;19;22;23;27;29;28;28;24;18;19;461
1726;1;1;Black;Television;Mudeo ;77.63;0;1;1;1;0;1;1;1;1;2;1;1;2;2;3;3;2;3;26
1727;2;1;White;Sound;Mudeo ;11.66;5;5;5;5;5;6;8;7;7;4;10;13;9;10;13;20;18;21;171
1728;3;1;Gray;Sound;Verer ;5.38;5;7;7;10;14;10;14;15;15;13;11;19;15;21;24;30;39;16;285
1729;4;1;Blue;Sound;Outise ;4.77;11;10;11;7;8;12;19;18;19;19;26;29;29;20;19;51;28;46;382
1730;5;1;Red;Television;Transible ;2.85;19;19;20;24;35;31;28;42;49;38;36;54;50;42;49;59;81;70;746
1731;1;2;White;Tablets;Supranu ;20.68;7;9;8;5;4;6;8;4;3;5;4;4;4;3;2;3;1;2;82
1732;2;2;White;Tablets;Hyperive ;12.91;21;16;13;9;5;11;6;8;7;8;6;6;3;3;4;2;2;4;134
1733;3;2;Orange;Accessories;Kayosis;9.61;24;33;22;23;12;16;13;9;10;9;13;13;8;9;9;6;6;8;243
1734;4;2;Blue;Tablets;Transible ;8.98;15;27;29;18;26;33;19;23;26;12;12;17;16;13;9;10;10;8;323
1735;5;2;Brown;Photography;Kayosis;4.95;106;76;52;56;63;45;50;54;36;34;24;12;38;20;13;16;23;15;733
1736;1;3;Black;Games;Hyperive ;30.23;8;7;4;5;9;5;8;6;7;6;6;8;11;5;4;5;5;6;115
1737;2;3;Green;Games;Dynotri ;8.24;9;13;10;8;11;10;9;11;7;8;12;8;10;11;7;5;7;9;165
1738;3;3;Gray;Accessories;Verer ;11.05;12;7;19;8;8;14;10;11;12;9;13;11;15;10;13;16;5;14;207
1739;4;3;White;Computers;Dynotri ;4.82;19;18;18;14;21;35;24;20;13;25;17;14;17;17;22;14;19;21;348
1740;5;3;Brown;Sound;Hyperive ;0.83;46;53;48;68;51;37;28;31;70;50;48;43;40;78;40;57;57;52;897
1741;1;1;Black;Photography;Octozzy ;13.75;3;3;3;3;4;4;3;6;7;8;7;7;9;12;12;6;12;15;124
1742;2;1;White;Kitchen;Animity ;9.64;4;2;2;3;4;5;4;6;9;10;7;11;13;11;11;14;17;13;146
1743;3;1;Blue;Games;Animity ;8.63;7;5;6;6;8;7;14;12;13;15;9;12;14;18;26;22;16;24;234
1744;4;1;Blue;Telephone;Octozzy ;7.46;12;7;11;10;13;15;15;18;13;25;15;16;21;33;28;32;27;37;348
1745;5;1;Brown;Kitchen;Animity ;3.63;15;10;13;16;14;20;26;28;13;19;42;31;26;47;35;60;62;58;535
1746;1;2;Yellow;Tablets;Kayosis;11.79;10;15;14;6;7;7;5;6;8;5;4;2;3;2;2;2;2;2;102
1747;2;2;White;Tablets;Hyperive ;18.5;14;17;10;10;8;14;8;11;7;8;5;6;5;6;3;3;4;4;143
1748;3;2;Gray;Tablets;Supranu ;1.04;31;31;21;23;19;26;19;23;21;11;10;10;8;6;6;7;5;7;284
1749;4;2;Blue;Tablets;Verer ;9.32;28;39;28;25;17;16;23;23;22;18;13;13;10;8;8;3;8;9;311
1750;5;2;Brown;Television;Octozzy ;3.05;73;80;72;63;54;42;44;40;37;26;24;34;19;17;19;17;15;15;691
1751;1;3;Black;Computers;Verer ;15.14;2;9;4;8;7;2;7;4;6;7;6;4;8;7;6;4;5;4;100
1752;2;3;White;Sound;Hyperive ;21.23;13;8;8;10;10;10;9;6;12;7;10;4;7;8;8;8;11;7;156
1753;3;3;Gray;Games;Animity ;14.25;19;17;19;18;17;9;13;16;19;18;18;19;16;26;12;16;10;13;295
1754;4;3;Purple;Computers;Outise ;4.04;27;24;24;26;30;24;22;24;20;14;20;18;19;30;30;25;24;21;422
1755;5;3;Red;Games;Animity ;3.25;40;37;37;49;44;18;32;28;29;27;25;48;39;41;36;32;32;21;615
1756;1;1;Yellow;Smart home;Octozzy ;23.79;3;3;3;3;2;3;5;8;4;7;6;10;9;8;11;10;12;14;121
1757;2;1;White;Television;Outise ;9.25;3;3;4;3;4;6;7;4;6;9;7;5;12;14;15;11;12;18;143
1758;3;1;Red;Kitchen;Hyperive ;9.33;5;9;11;9;10;9;10;12;6;18;14;25;24;25;26;26;33;21;293
1759;4;1;Blue;Smart home;Kayosis;11.38;8;8;7;9;12;8;12;14;19;19;22;10;25;23;31;29;35;33;324
1760;5;1;Red;Television;Outise ;5.4;14;14;15;17;12;12;28;25;33;39;40;19;47;32;50;49;64;59;569
1761;1;2;Yellow;Tablets;Supranu ;4.22;14;8;12;6;6;7;7;5;4;3;3;4;2;3;2;2;2;2;92
1762;2;2;Green;Tablets;Transible ;17.01;25;15;15;14;18;17;8;2;5;12;7;8;7;6;7;5;5;4;180
1763;3;2;Orange;Tablets;Supranu ;18.23;14;33;23;22;19;14;15;16;10;13;8;11;8;6;7;7;8;5;239
1764;4;2;Purple;Tablets;Transible ;7.18;39;21;35;40;12;25;24;23;18;26;8;21;16;12;5;13;12;7;357
1765;5;2;Brown;Accessories;Mudeo ;2.49;81;87;49;51;65;64;55;47;36;50;32;19;11;28;15;21;12;14;737
1766;1;3;Green;Computers;Hyperive ;18.45;8;6;7;7;5;7;7;3;6;8;7;4;7;6;5;8;6;7;114
1767;2;3;Black;Accessories;Hyperive ;10.6;14;16;16;13;12;11;12;11;12;5;10;9;13;9;10;14;11;12;210
1768;3;3;Brown;Photography;Transible ;8.11;13;15;13;19;13;12;10;10;13;16;15;16;10;13;10;14;13;11;236
1769;4;3;Purple;Games;Outise ;4.91;16;25;25;24;26;15;29;27;23;31;24;9;23;24;28;29;17;14;409
1770;5;3;Brown;Computers;Dynotri ;2.75;49;57;36;35;34;33;19;26;37;38;41;36;26;22;32;38;35;49;643
1771;1;1;Yellow;Television;Hyperive ;25.01;2;2;2;2;1;2;3;4;2;5;5;5;6;8;4;10;7;10;80
1772;2;1;Green;Kitchen;Octozzy ;14.48;4;3;5;2;5;3;6;8;8;8;7;6;12;8;12;14;18;12;141
1773;3;1;Gray;Television;Octozzy ;8.02;5;9;3;7;10;3;12;13;14;15;8;23;17;14;23;28;31;38;273
1774;4;1;Blue;Television;Transible ;3.83;9;10;10;10;9;9;10;17;10;20;29;31;25;21;41;39;49;54;403
1775;5;1;Green;Television;Outise ;5.8;17;17;19;22;23;16;19;22;23;26;43;38;48;38;52;31;61;52;567
1776;1;2;Yellow;Photography;Supranu ;33.75;11;8;4;7;8;7;4;4;4;5;5;4;3;3;4;2;2;1;86
1777;2;2;White;Accessories;Dynotri ;8.49;20;22;22;22;14;10;13;9;10;8;8;5;5;7;7;5;4;4;195
1778;3;2;Brown;Photography;Supranu ;6.56;24;17;17;15;15;12;18;7;11;5;12;7;9;7;5;8;3;4;196
1779;4;2;Blue;Photography;Kayosis;3.33;47;0;37;33;35;25;24;16;20;17;22;12;13;12;14;10;7;13;357
1780;5;2;White;Television;Verer ;3.16;56;50;53;43;56;35;43;28;35;20;20;24;20;11;20;12;16;10;552
1781;1;3;Yellow;Games;Mudeo ;3.6;4;7;8;6;7;6;6;5;6;7;7;6;8;6;6;6;8;6;115
1782;2;3;Green;Computers;Verer ;20.02;9;8;6;8;6;9;1;7;8;7;7;10;6;11;5;8;8;5;129
1783;3;3;Orange;Smart home;Kayosis;3.86;18;14;8;13;8;13;16;15;10;10;20;16;18;17;21;17;17;13;264
1784;4;3;Purple;Telephone;Dynotri ;6.31;28;22;23;19;22;29;16;21;24;25;23;22;22;21;33;15;32;30;427
1785;5;3;Red;Photography;Verer ;3.9;32;29;22;25;23;30;30;17;28;32;23;13;21;18;12;15;26;35;431
1786;1;1;Yellow;Smart home;Verer ;33.56;2;2;2;3;2;2;3;3;5;4;3;5;5;9;6;8;5;11;80
1787;2;1;White;Computers;Octozzy ;8.19;3;3;2;5;4;4;5;9;4;9;9;7;13;9;9;10;14;9;128
1788;3;1;Yellow;Television;Mudeo ;14.3;2;6;8;9;12;11;5;14;10;7;16;9;13;16;14;24;15;28;219
1789;4;1;Purple;Photography;Octozzy ;6.9;10;7;12;9;8;11;14;19;13;15;15;22;25;24;21;30;41;44;340
1790;5;1;White;Tablets;Transible ;4.12;15;18;15;9;25;27;23;32;41;36;42;54;42;59;57;63;62;85;705
1791;1;2;Black;Tablets;Transible ;33.13;9;9;4;9;6;6;6;6;3;4;5;2;3;2;3;2;2;2;83
1792;2;2;White;Computers;Mudeo ;6.64;20;20;14;18;13;13;11;12;9;6;9;7;8;4;2;5;4;4;179
1793;3;2;Orange;Photography;Transible ;12.68;29;33;20;12;12;16;12;19;9;15;8;12;5;7;8;6;6;7;236
1794;4;2;Purple;Accessories;Verer ;7.24;54;26;35;36;29;19;15;27;20;15;16;9;18;16;12;7;8;6;368
1795;5;2;Brown;Tablets;Transible ;4.66;90;64;50;32;37;41;34;37;33;29;33;28;19;11;10;18;19;13;598
1796;1;3;Orange;Tablets;Dynotri ;19.84;9;6;10;8;8;6;4;7;6;7;8;7;6;9;6;7;4;7;125
1797;2;3;Purple;Computers;Dynotri ;11.99;12;11;15;10;11;8;11;4;12;9;9;11;15;14;11;14;10;9;196
1798;3;3;Black;Accessories;Dynotri ;10.94;15;15;16;15;13;12;17;13;15;12;15;12;16;21;18;18;15;19;277
1799;4;3;Purple;Telephone;Verer ;5.47;16;30;20;21;19;30;15;21;27;11;20;33;21;20;29;29;18;18;398
1800;5;3;Brown;Games;Hyperive ;2.71;30;25;33;28;34;16;20;26;21;19;28;26;31;32;29;12;23;30;463
1801;1;1;Purple;Tablets;Animity ;20;2;3;2;2;3;2;4;4;4;4;5;5;9;6;6;5;9;11;86
1802;2;1;Green;Sound;Octozzy ;15.53;5;8;2;6;5;7;7;7;8;8;12;10;14;20;18;19;16;14;186
1803;3;1;Orange;Smart home;Mudeo ;7.06;8;5;11;6;8;10;11;10;15;15;12;23;20;14;15;26;29;32;270
1804;4;1;Red;Sound;Outise ;5.98;4;11;7;10;11;15;18;14;15;22;27;19;16;21;29;31;50;63;383
1805;5;1;Brown;Smart home;Mudeo ;4.88;19;19;16;18;25;30;29;17;39;52;34;69;61;49;52;79;102;72;782
1806;1;2;Yellow;Accessories;Kayosis;5.65;17;15;9;10;6;10;7;7;8;6;5;5;5;3;3;3;3;2;124
1807;2;2;Orange;Photography;Verer ;18.62;23;15;13;15;9;8;11;11;9;5;7;5;6;3;2;4;3;4;153
1808;3;2;Orange;Tablets;Supranu ;7.09;26;40;22;28;16;20;23;20;16;12;7;10;11;8;9;5;7;6;286
1809;4;2;Blue;Accessories;Transible ;7.93;58;21;23;39;29;28;22;24;21;17;20;17;12;12;11;14;9;10;387
1810;5;2;Red;Photography;Animity ;1.76;70;39;64;61;50;52;44;19;18;31;15;27;21;16;16;15;14;19;591
1811;1;3;Black;Telephone;Verer ;29.12;6;2;5;5;6;5;6;4;5;7;6;4;6;7;5;6;6;6;97
1812;2;3;White;Games;Verer ;12.73;4;9;7;7;7;7;8;8;6;6;7;10;6;9;4;11;9;5;130
1813;3;3;Orange;Telephone;Transible ;13.78;13;21;17;18;22;24;17;24;18;22;23;15;19;9;13;11;17;17;320
1814;4;3;Blue;Games;Mudeo ;4;21;15;30;19;8;26;10;20;16;15;20;28;13;19;17;16;15;6;314
1815;5;3;Brown;Computers;Hyperive ;2.15;42;19;39;37;44;35;31;51;27;37;33;39;37;47;31;31;33;40;653
1816;1;1;Black;Kitchen;Animity ;21.83;2;2;3;2;3;3;4;4;3;8;8;6;7;11;5;8;11;17;107
1817;2;1;White;Telephone;Octozzy ;10.73;3;4;3;4;3;3;6;6;7;11;6;5;7;11;8;16;9;15;127
1818;3;1;Orange;Kitchen;Dynotri ;2.38;6;4;4;7;5;8;7;10;13;10;17;19;22;21;20;21;16;26;236
1819;4;1;Purple;Kitchen;Animity ;9.36;9;9;12;11;17;16;12;9;13;29;21;30;33;25;19;33;43;38;379
1820;5;1;Brown;Television;Verer ;5.81;15;8;21;18;18;25;13;32;23;23;18;25;40;42;40;45;53;59;518
1821;1;2;Black;Tablets;Kayosis;7.93;12;5;11;8;6;10;8;7;4;6;5;7;4;4;4;2;2;3;108
1822;2;2;White;Photography;Supranu ;10.81;21;17;18;19;8;10;11;10;8;8;6;7;6;8;7;3;2;4;173
1823;3;2;Gray;Photography;Kayosis;8.98;21;27;18;12;13;18;16;9;9;6;12;14;8;7;7;4;5;5;211
1824;4;2;Purple;Photography;Dynotri ;5.14;46;25;37;26;14;14;8;20;24;12;10;11;11;10;11;9;10;7;305
1825;5;2;Red;Photography;Octozzy ;3.7;47;45;37;45;34;44;29;35;16;28;12;24;19;16;17;7;12;10;477
1826;1;3;Black;Games;Dynotri ;24.22;3;6;6;4;7;11;8;6;5;8;6;8;5;9;7;8;6;7;120
1827;2;3;Blue;Games;Verer ;8.05;6;6;8;8;5;3;6;10;5;6;3;8;8;8;6;6;7;5;114
1828;3;3;Orange;Kitchen;Hyperive ;6.17;18;18;24;13;11;9;17;14;17;13;14;15;17;17;10;15;11;12;265
1829;4;3;Purple;Telephone;Dynotri ;6.89;19;15;16;10;15;17;12;10;16;21;13;14;13;15;25;11;29;22;293
1830;5;3;Red;Games;Hyperive ;1.97;48;73;50;53;64;49;88;67;68;56;63;74;75;41;85;54;53;51;1112
1831;1;1;Yellow;Kitchen;Mudeo ;15.91;2;2;1;3;1;3;2;3;4;4;4;5;7;5;6;5;7;8;72
1832;2;1;White;Computers;Outise ;4.54;3;4;4;4;4;6;7;7;6;8;7;15;9;10;16;16;17;13;156
1833;3;1;Gray;Smart home;Outise ;9.07;5;9;9;9;13;9;12;14;17;19;18;20;24;15;26;22;35;18;294
1834;4;1;Purple;Sound;Supranu ;6.53;12;9;7;13;13;16;15;28;17;12;22;20;34;34;20;48;49;40;409
1835;5;1;White;Television;Mudeo ;0.32;17;10;15;20;17;20;21;23;33;18;41;19;50;43;42;48;55;77;569
1836;1;2;Black;Accessories;Supranu ;27.86;11;5;4;5;3;5;4;3;4;4;3;1;2;3;2;1;1;1;62
1837;2;2;Green;Accessories;Transible ;10.73;27;19;12;15;10;6;11;4;11;10;9;4;4;5;6;4;4;4;165
1838;3;2;Purple;Telephone;Kayosis;13.75;15;39;23;25;15;16;14;15;13;8;11;7;11;6;8;9;5;4;244
1839;4;2;Blue;Photography;Transible ;4.61;55;47;36;30;35;29;29;18;16;12;19;10;16;10;13;10;5;10;400
1840;5;2;Red;Accessories;Mudeo ;2.28;87;63;62;73;73;40;43;51;34;36;34;21;27;22;22;10;12;14;724
1841;1;3;Black;Computers;Dynotri ;23.09;4;9;10;4;6;6;9;10;10;7;8;8;8;4;6;9;6;6;130
1842;2;3;White;Photography;Verer ;12.77;5;11;12;7;12;8;9;10;8;10;11;4;5;13;9;7;3;8;152
1843;3;3;Orange;Computers;Dynotri ;11.6;12;14;10;11;8;14;17;12;10;14;11;17;13;8;11;11;16;11;220
1844;4;3;Blue;Computers;Verer ;5.08;27;24;21;25;20;18;17;15;26;30;31;19;19;11;22;19;22;16;382
1845;5;3;Brown;Computers;Hyperive ;2.68;57;67;70;75;56;87;72;82;44;71;58;63;53;48;69;54;19;79;1124
1846;1;1;Yellow;Kitchen;Mudeo ;78.19;1;1;1;2;1;1;2;2;2;2;3;2;4;3;5;5;3;6;46
1847;2;1;Yellow;Smart home;Animity ;11.5;3;4;4;5;4;7;7;6;12;11;9;14;13;14;17;21;14;28;193
1848;3;1;Purple;Kitchen;Animity ;5.38;5;8;8;8;6;11;8;13;12;11;19;12;14;17;21;23;20;34;250
1849;4;1;Purple;Television;Octozzy ;9.93;10;10;10;10;8;13;16;17;19;29;25;21;31;18;34;37;49;46;403
1850;5;1;Brown;Sound;Outise ;5.92;12;10;19;11;12;13;11;11;21;15;20;24;32;44;29;22;53;64;423
1851;1;2;Yellow;Photography;Kayosis;4.71;7;8;7;8;7;6;2;5;4;2;2;3;3;4;2;3;2;1;76
1852;2;2;Green;Kitchen;Supranu ;19.54;16;14;13;7;7;7;7;8;7;6;5;5;5;4;4;2;3;2;122
1853;3;2;Black;Tablets;Transible ;7.93;42;34;23;19;26;16;12;14;12;9;12;15;9;5;8;6;8;7;277
1854;4;2;Blue;Telephone;Supranu ;2.26;47;37;26;25;29;31;30;20;15;16;15;16;12;12;11;10;6;10;368
1855;5;2;Brown;Tablets;Kayosis;5.79;80;59;54;32;43;39;40;26;23;26;28;36;22;14;15;12;13;11;573
1856;1;3;Yellow;Games;Dynotri ;24;6;7;5;2;4;5;5;6;3;4;4;5;5;5;4;3;4;6;83
1857;2;3;Green;Computers;Octozzy ;10.06;10;7;12;11;10;12;5;13;14;6;15;10;6;12;13;11;12;15;194
1858;3;3;Orange;Computers;Supranu ;9.29;15;14;11;13;11;9;10;13;12;13;12;10;12;14;13;14;19;10;225
1859;4;3;Blue;Sound;Hyperive ;2.01;14;20;20;13;19;17;15;21;16;16;17;23;20;21;19;15;25;22;333
1860;5;3;Red;Games;Verer ;3.62;43;24;37;37;48;32;40;29;42;35;35;33;37;35;32;27;34;24;624
1861;1;1;Black;Sound;Animity ;61.2;1;1;1;1;1;2;1;2;2;3;3;3;4;3;3;4;6;7;48
1862;2;1;White;Television;Supranu ;5.66;4;6;3;3;6;7;7;7;12;10;11;14;12;10;18;16;19;30;195
1863;3;1;Gray;Photography;Mudeo ;18.76;5;7;9;7;7;10;11;10;11;17;15;21;15;27;31;25;29;30;287
1864;4;1;Purple;Television;Animity ;7.27;9;9;13;8;15;14;18;17;20;21;25;25;33;48;32;35;54;52;448
1865;5;1;Red;Games;Verer ;1.44;10;16;20;13;15;13;26;29;26;27;24;24;45;28;31;54;60;87;548
1866;1;2;Yellow;Sound;Transible ;9.51;15;11;14;7;9;9;7;9;6;6;4;5;3;4;5;3;3;2;122
1867;2;2;White;Tablets;Kayosis;12.54;16;9;20;21;14;10;14;11;4;9;7;6;8;6;6;5;4;5;175
1868;3;2;Gray;Accessories;Supranu ;15.59;28;31;28;16;17;26;17;14;14;10;12;8;9;11;6;7;5;7;266
1869;4;2;Purple;Kitchen;Supranu ;3.65;42;60;61;27;27;34;25;18;23;20;12;13;13;11;11;12;12;12;433
1870;5;2;Brown;Tablets;Kayosis;1.49;124;61;93;52;68;78;67;86;57;55;44;38;32;32;41;19;29;21;997
1871;1;3;Black;Games;Dynotri ;104.18;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;33
1872;2;3;Yellow;Games;Hyperive ;12.47;12;7;9;10;10;17;16;11;12;15;12;7;8;10;11;13;8;14;202
1873;3;3;Orange;Television;Dynotri ;10.14;9;20;19;12;13;19;11;15;11;16;13;21;14;6;11;18;13;14;255
1874;4;3;Green;Photography;Mudeo ;6.94;18;13;9;17;19;21;10;15;16;23;14;22;18;17;12;14;15;9;282
1875;5;3;Brown;Accessories;Mudeo ;3.7;29;41;39;28;24;29;35;36;32;27;33;31;32;33;24;27;39;27;566
1876;1;1;Yellow;Television;Verer ;23.67;1;1;1;1;2;2;3;2;2;5;3;4;5;6;4;7;4;8;61
1877;2;1;Green;Television;Outise ;5.73;4;4;5;5;5;5;8;5;7;10;9;8;16;12;16;8;12;8;147
1878;3;1;Gray;Television;Octozzy ;5.31;9;6;8;11;10;12;12;16;11;17;14;24;24;20;23;35;33;19;304
1879;4;1;Green;Kitchen;Animity ;4.65;8;8;14;16;15;14;19;19;29;21;23;27;27;41;39;24;50;35;429
1880;5;1;Brown;Smart home;Animity ;3.34;15;24;18;28;32;20;29;25;24;18;37;40;41;61;74;59;32;83;660
1881;1;2;Yellow;Accessories;Supranu ;40.49;12;9;10;10;9;6;2;5;6;4;4;3;4;2;3;3;2;3;97
1882;2;2;Green;Tablets;Octozzy ;10.6;14;16;13;13;10;12;10;6;5;5;4;5;5;5;4;2;3;3;135
1883;3;2;Orange;Photography;Hyperive ;10.75;21;29;31;16;21;11;16;17;13;12;12;6;10;8;7;7;5;5;247
1884;4;2;Purple;Accessories;Supranu ;5.74;61;58;34;32;37;44;30;17;25;19;21;19;16;6;9;12;11;10;461
1885;5;2;Brown;Accessories;Supranu ;4.01;34;30;51;22;39;28;34;24;25;34;18;19;14;19;8;7;13;13;432
1886;1;3;Gray;Games;Hyperive ;15.53;6;7;6;4;5;5;3;5;9;4;6;4;7;3;5;6;4;5;94
1887;2;3;Green;Smart home;Dynotri ;11.17;2;7;8;5;9;10;8;4;11;7;8;10;3;6;7;4;7;9;125
1888;3;3;Gray;Computers;Hyperive ;7.78;14;20;15;14;15;8;20;17;14;20;12;10;12;15;15;15;8;13;257
1889;4;3;Purple;Accessories;Verer ;7.91;15;11;22;20;18;14;18;16;9;18;17;20;20;24;18;17;10;18;305
1890;5;3;Red;Computers;Verer ;3.87;41;32;41;22;64;34;53;48;38;46;46;53;36;57;38;39;40;44;772
1891;1;1;Yellow;Games;Animity ;18;1;3;2;3;3;4;4;3;2;7;7;5;7;6;7;12;11;12;99
1892;2;1;White;Television;Mudeo ;11.52;4;2;6;5;3;7;5;6;8;11;16;13;10;12;14;25;13;22;182
1893;3;1;Orange;Games;Dynotri ;11.22;7;6;7;6;8;9;9;12;8;14;15;17;12;22;22;27;18;28;247
1894;4;1;Gray;Kitchen;Outise ;12.06;9;10;13;10;14;7;10;15;14;28;37;28;32;27;36;26;14;45;375
1895;5;1;Purple;Smart home;Octozzy ;2.83;9;25;24;36;37;43;35;33;40;34;60;47;81;92;77;97;95;102;967
1896;1;2;Yellow;Photography;Transible ;36.14;8;10;7;4;7;3;6;4;3;4;4;3;3;2;2;2;1;2;75
1897;2;2;Green;Smart home;Supranu ;12.49;21;11;13;14;7;9;11;8;9;7;5;8;4;6;4;5;3;4;149
1898;3;2;Gray;Television;Transible ;3.43;27;24;20;15;9;12;9;12;7;14;8;9;8;5;7;6;4;5;201
1899;4;2;Blue;Tablets;Transible ;9.09;40;40;45;44;33;36;23;14;33;17;12;18;7;9;9;10;7;14;411
1900;5;2;Red;Accessories;Supranu ;6.51;71;78;50;43;22;31;31;29;28;16;20;22;20;11;13;11;13;13;522
1901;1;3;Yellow;Telephone;Animity ;28.6;3;3;4;4;3;3;4;4;2;2;4;2;2;3;3;4;5;3;58
1902;2;3;Green;Games;Dynotri ;6.33;7;12;13;12;10;7;12;11;16;14;9;12;12;8;16;7;9;10;197
1903;3;3;Gray;Computers;Verer ;7.33;13;13;11;17;10;12;18;6;15;13;16;21;11;15;21;16;16;18;262
1904;4;3;Blue;Telephone;Dynotri ;2.23;13;18;14;14;16;14;11;9;22;10;22;23;24;13;18;33;13;13;300
1905;5;3;Brown;Smart home;Verer ;4.06;33;8;27;30;25;9;27;30;29;30;33;31;40;18;30;22;36;23;481
1906;1;1;Black;Television;Octozzy ;44.8;2;1;2;2;2;3;2;3;4;4;2;4;6;6;5;9;5;10;72
1907;2;1;Black;Television;Mudeo ;7.25;2;4;4;4;5;6;3;6;6;9;7;11;6;15;11;12;12;10;133
1908;3;1;Gray;Telephone;Octozzy ;2.63;3;6;6;5;9;9;9;8;15;16;20;22;22;28;22;19;29;28;276
1909;4;1;Purple;Sound;Animity ;4.58;9;6;12;10;11;14;11;17;21;15;30;16;22;28;39;27;56;47;391
1910;5;1;Brown;Television;Animity ;0.54;14;18;17;19;15;20;20;22;35;20;40;31;50;41;45;50;65;63;585
1911;1;2;Yellow;Tablets;Transible ;25.98;8;5;4;3;4;4;4;3;3;2;2;3;1;1;2;1;1;1;52
1912;2;2;Blue;Accessories;Supranu ;1.46;16;11;13;10;13;14;10;5;10;7;6;6;5;7;4;3;4;3;147
1913;3;2;Orange;Smart home;Transible ;6.58;22;21;19;17;16;18;13;11;14;11;11;10;10;8;5;6;7;4;223
1914;4;2;Black;Photography;Transible ;9.64;30;23;38;37;17;26;20;23;14;11;14;11;10;9;10;8;8;8;317
1915;5;2;Red;Computers;Supranu ;4.87;54;40;38;16;44;42;30;20;27;20;21;15;18;14;8;10;11;11;439
1916;1;3;Yellow;Games;Verer ;26.29;5;7;8;6;4;6;5;6;7;6;8;6;8;6;7;8;7;7;117
1917;2;3;White;Telephone;Supranu ;15.65;16;10;8;10;15;11;9;9;10;16;10;17;10;10;13;13;10;11;208
1918;3;3;Gray;Computers;Verer ;2.28;12;17;15;15;12;19;20;22;15;20;20;18;21;19;15;14;12;19;305
1919;4;3;Yellow;Computers;Hyperive ;3.85;21;17;15;18;14;30;18;22;18;15;16;20;19;17;14;12;16;15;317
1920;5;3;Red;Photography;Hyperive ;3.59;33;34;36;38;29;36;20;24;27;23;38;41;11;31;17;33;32;42;545
1921;1;1;Yellow;Smart home;Supranu ;22.6;2;2;2;3;4;3;5;7;6;7;7;8;8;8;9;15;6;15;117
1922;2;1;Green;Computers;Animity ;14.64;4;4;4;3;4;2;5;7;5;9;8;6;7;12;9;8;12;15;124
1923;3;1;Orange;Television;Mudeo ;7.93;5;7;13;7;11;13;18;14;14;13;18;23;19;19;27;38;21;51;331
1924;4;1;Purple;Kitchen;Animity ;0.54;12;11;9;13;14;12;17;10;24;30;27;27;33;39;42;31;57;51;459
1925;5;1;Red;Television;Outise ;2.35;15;7;20;16;19;17;28;28;38;29;35;45;57;31;45;65;69;71;635
1926;1;2;Purple;Accessories;Kayosis;38.64;6;8;7;5;5;6;5;6;4;2;2;2;2;3;3;2;1;2;71
1927;2;2;White;Photography;Kayosis;9.23;22;12;22;14;22;13;12;6;12;12;7;9;9;6;5;4;4;1;192
1928;3;2;Gray;Accessories;Hyperive ;7.44;34;17;22;21;14;16;17;17;18;9;6;11;9;7;6;4;4;5;237
1929;4;2;Purple;Accessories;Animity ;5.63;56;28;27;40;40;33;19;28;16;16;22;16;14;13;14;12;12;9;415
1930;5;2;Brown;Photography;Supranu ;2.14;62;78;46;43;36;18;26;24;24;22;23;17;10;12;12;13;14;9;489
1931;1;3;Yellow;Telephone;Hyperive ;26.22;4;3;4;3;4;3;4;3;5;4;4;2;3;4;4;4;5;5;68
1932;2;3;White;Games;Kayosis;28.81;9;9;14;5;7;8;5;8;8;8;7;5;2;6;7;6;5;8;127
1933;3;3;White;Games;Hyperive ;5.09;10;14;13;9;12;11;10;14;13;11;12;12;8;10;14;16;14;7;210
1934;4;3;Black;Telephone;Hyperive ;5.11;29;22;26;15;26;18;19;14;25;27;37;24;20;24;25;24;25;16;416
1935;5;3;Orange;Telephone;Mudeo ;2.54;25;43;40;63;72;64;50;36;48;59;27;45;37;42;53;50;48;39;841
1936;1;1;Black;Tablets;Octozzy ;17.96;2;3;2;2;5;2;3;4;3;3;4;4;6;6;5;7;7;13;81
1937;2;1;Green;Sound;Mudeo ;18.93;4;5;5;8;9;7;8;6;7;8;11;13;12;17;19;17;15;28;199
1938;3;1;Gray;Games;Octozzy ;6.26;8;4;8;11;8;9;12;11;13;11;13;17;14;17;18;29;22;16;241
1939;4;1;Purple;Sound;Octozzy ;9.39;8;8;10;14;13;14;22;20;20;21;21;29;27;40;43;35;27;31;403
1940;5;1;Brown;Kitchen;Animity ;4.82;15;14;16;25;19;20;29;28;16;27;47;46;37;55;44;67;97;68;670
1941;1;2;Black;Photography;Supranu ;25.13;8;10;7;8;9;6;5;4;3;4;4;4;3;4;4;2;3;3;91
1942;2;2;Black;Photography;Transible ;6.79;23;17;20;14;24;15;9;13;10;11;11;8;9;5;7;5;6;4;211
1943;3;2;Orange;Tablets;Transible ;6.77;24;30;24;35;31;21;14;9;7;14;7;11;10;10;7;5;5;6;270
1944;4;2;Purple;Computers;Kayosis;3.55;26;29;23;26;20;20;24;20;9;13;13;13;7;6;16;7;5;4;281
